timestamp,device_id,temperature,humidity,pressure,rain_raw,rain_detected
2026-09-12T00:00:00Z,station01,33.07,56.22,1007.93,2831,0
2026-09-12T00:01:00Z,station01,32.79,56.06,1007.98,2761,0
2026-09-12T00:02:00Z,station01,32.93,57.11,1008.03,2760,0
2026-09-12T00:03:00Z,station01,32.84,56.31,1008.1,2761,0
2026-09-12T00:04:00Z,station01,33.02,56.33,1008.37,2781,0
2026-09-12T00:05:00Z,station01,32.85,56.31,1007.91,2801,0
2026-09-12T00:06:00Z,station01,33.07,56.02,1008.26,2839,0
2026-09-12T00:07:00Z,station01,33.2,56.02,1008.21,2820,0
2026-09-12T00:08:00Z,station01,32.92,56.39,1008.04,2787,0
2026-09-12T00:09:00Z,station01,32.83,55.29,1008.07,2818,0
2026-09-12T00:10:00Z,station01,32.97,55.48,1008.05,2797,0
2026-09-12T00:11:00Z,station01,33.5,55.68,1008.16,2785,0
2026-09-12T00:12:00Z,station01,32.96,56.19,1008.03,2760,0
2026-09-12T00:13:00Z,station01,33.14,56.56,1008.2,2752,0
2026-09-12T00:14:00Z,station01,33.09,54.98,1007.98,2756,0
2026-09-12T00:15:00Z,station01,32.79,55.64,1008.25,2776,0
2026-09-12T00:16:00Z,station01,33.12,55.37,1008.15,2844,0
2026-09-12T00:17:00Z,station01,33.02,56.29,1008.3,2752,0
2026-09-12T00:18:00Z,station01,33.22,55.49,1008.15,2832,0
2026-09-12T00:19:00Z,station01,32.84,55.29,1008.27,2775,0
2026-09-12T00:20:00Z,station01,33.0,55.54,1008.27,2767,0
2026-09-12T00:21:00Z,station01,33.14,54.92,1007.99,2800,0
2026-09-12T00:22:00Z,station01,33.16,55.0,1008.31,2754,0
2026-09-12T00:23:00Z,station01,33.26,55.87,1008.35,2794,0
2026-09-12T00:24:00Z,station01,33.01,56.35,1008.38,2840,0
2026-09-12T00:25:00Z,station01,32.89,55.59,1008.31,2774,0
2026-09-12T00:26:00Z,station01,33.21,55.72,1008.28,2758,0
2026-09-12T00:27:00Z,station01,32.9,55.36,1008.29,2799,0
2026-09-12T00:28:00Z,station01,33.26,55.46,1008.33,2770,0
2026-09-12T00:29:00Z,station01,33.57,55.27,1008.42,2834,0
2026-09-12T00:30:00Z,station01,32.94,55.6,1008.24,2842,0
2026-09-12T00:31:00Z,station01,33.06,55.66,1008.32,2823,0
2026-09-12T00:32:00Z,station01,33.37,55.22,1008.28,2833,0
2026-09-12T00:33:00Z,station01,33.0,54.56,1008.11,2792,0
2026-09-12T00:34:00Z,station01,33.08,54.47,1008.46,2847,0
2026-09-12T00:35:00Z,station01,33.18,55.53,1008.36,2753,0
2026-09-12T00:36:00Z,station01,32.86,54.57,1008.43,2826,0
2026-09-12T00:37:00Z,station01,33.04,54.25,1008.34,2832,0
2026-09-12T00:38:00Z,station01,33.1,54.96,1008.46,2774,0
2026-09-12T00:39:00Z,station01,33.26,55.97,1008.31,2759,0
2026-09-12T00:40:00Z,station01,33.27,54.29,1008.47,2831,0
2026-09-12T00:41:00Z,station01,33.23,54.84,1008.47,2839,0
2026-09-12T00:42:00Z,station01,33.6,54.68,1008.47,2762,0
2026-09-12T00:43:00Z,station01,33.59,54.76,1008.53,2803,0
2026-09-12T00:44:00Z,station01,33.22,54.57,1008.43,2834,0
2026-09-12T00:45:00Z,station01,33.28,55.96,1008.49,2799,0
2026-09-12T00:46:00Z,station01,33.19,55.48,1008.34,2786,0
2026-09-12T00:47:00Z,station01,33.25,54.62,1008.55,2804,0
2026-09-12T00:48:00Z,station01,33.37,54.98,1008.64,2758,0
2026-09-12T00:49:00Z,station01,33.18,54.93,1008.57,2842,0
2026-09-12T00:50:00Z,station01,32.9,55.34,1008.59,2810,0
2026-09-12T00:51:00Z,station01,33.29,55.17,1008.67,2762,0
2026-09-12T00:52:00Z,station01,33.35,54.44,1008.63,2802,0
2026-09-12T00:53:00Z,station01,33.23,55.03,1008.64,2759,0
2026-09-12T00:54:00Z,station01,33.48,56.17,1008.47,2825,0
2026-09-12T00:55:00Z,station01,33.3,54.61,1008.57,2773,0
2026-09-12T00:56:00Z,station01,33.2,55.14,1008.65,2762,0
2026-09-12T00:57:00Z,station01,33.1,54.94,1008.75,2811,0
2026-09-12T00:58:00Z,station01,33.39,54.49,1008.58,2767,0
2026-09-12T00:59:00Z,station01,33.33,55.1,1008.46,2838,0
2026-09-12T01:00:00Z,station01,33.24,54.73,1008.6,2796,0
2026-09-12T01:01:00Z,station01,33.39,54.74,1008.63,2814,0
2026-09-12T01:02:00Z,station01,33.12,53.76,1008.46,2798,0
2026-09-12T01:03:00Z,station01,33.11,54.05,1008.56,2800,0
2026-09-12T01:04:00Z,station01,33.54,55.09,1008.69,2789,0
2026-09-12T01:05:00Z,station01,33.48,54.5,1008.64,2833,0
2026-09-12T01:06:00Z,station01,33.34,54.42,1008.73,2774,0
2026-09-12T01:07:00Z,station01,33.33,55.06,1008.72,2793,0
2026-09-12T01:08:00Z,station01,33.46,53.9,1008.7,2775,0
2026-09-12T01:09:00Z,station01,33.24,54.26,1008.69,2809,0
2026-09-12T01:10:00Z,station01,33.89,55.11,1008.51,2797,0
2026-09-12T01:11:00Z,station01,33.39,55.15,1008.81,2807,0
2026-09-12T01:12:00Z,station01,33.35,55.13,1008.9,2800,0
2026-09-12T01:13:00Z,station01,33.58,54.1,1008.73,2750,0
2026-09-12T01:14:00Z,station01,33.41,54.14,1008.85,2811,0
2026-09-12T01:15:00Z,station01,33.88,54.55,1008.61,2820,0
2026-09-12T01:16:00Z,station01,33.78,54.04,1008.67,2817,0
2026-09-12T01:17:00Z,station01,33.6,54.59,1008.74,2800,0
2026-09-12T01:18:00Z,station01,33.5,53.91,1008.78,2829,0
2026-09-12T01:19:00Z,station01,33.47,55.2,1008.61,2822,0
2026-09-12T01:20:00Z,station01,33.61,53.98,1008.57,2809,0
2026-09-12T01:21:00Z,station01,33.59,53.72,1008.83,2817,0
2026-09-12T01:22:00Z,station01,33.35,54.87,1008.75,2845,0
2026-09-12T01:23:00Z,station01,33.5,52.87,1008.78,2820,0
2026-09-12T01:24:00Z,station01,33.51,54.16,1008.8,2809,0
2026-09-12T01:25:00Z,station01,33.71,54.29,1008.88,2772,0
2026-09-12T01:26:00Z,station01,33.61,54.93,1008.9,2800,0
2026-09-12T01:27:00Z,station01,33.31,54.23,1008.82,2773,0
2026-09-12T01:28:00Z,station01,33.1,54.01,1008.84,2832,0
2026-09-12T01:29:00Z,station01,33.48,54.67,1008.71,2763,0
2026-09-12T01:30:00Z,station01,33.64,53.94,1008.89,2793,0
2026-09-12T01:31:00Z,station01,33.32,55.12,1008.82,2792,0
2026-09-12T01:32:00Z,station01,33.68,53.91,1008.91,2790,0
2026-09-12T01:33:00Z,station01,33.43,53.52,1008.65,2808,0
2026-09-12T01:34:00Z,station01,33.82,53.81,1008.77,2773,0
2026-09-12T01:35:00Z,station01,33.8,54.36,1008.85,2821,0
2026-09-12T01:36:00Z,station01,33.19,53.99,1008.89,2799,0
2026-09-12T01:37:00Z,station01,33.47,54.05,1008.97,2811,0
2026-09-12T01:38:00Z,station01,33.53,54.65,1008.85,2789,0
2026-09-12T01:39:00Z,station01,33.18,54.0,1008.99,2761,0
2026-09-12T01:40:00Z,station01,33.6,54.22,1008.97,2786,0
2026-09-12T01:41:00Z,station01,33.27,54.18,1008.93,2825,0
2026-09-12T01:42:00Z,station01,33.85,54.09,1008.9,2762,0
2026-09-12T01:43:00Z,station01,33.84,53.74,1008.89,2812,0
2026-09-12T01:44:00Z,station01,33.66,54.1,1009.0,2816,0
2026-09-12T01:45:00Z,station01,33.41,54.35,1008.95,2785,0
2026-09-12T01:46:00Z,station01,33.47,53.54,1008.96,2807,0
2026-09-12T01:47:00Z,station01,33.44,54.48,1009.12,2772,0
2026-09-12T01:48:00Z,station01,33.42,53.99,1008.75,2762,0
2026-09-12T01:49:00Z,station01,33.34,54.27,1009.1,2781,0
2026-09-12T01:50:00Z,station01,33.76,53.93,1008.78,2796,0
2026-09-12T01:51:00Z,station01,33.71,53.34,1009.15,2813,0
2026-09-12T01:52:00Z,station01,33.37,54.79,1008.75,2777,0
2026-09-12T01:53:00Z,station01,33.49,53.9,1009.04,2782,0
2026-09-12T01:54:00Z,station01,33.62,53.21,1009.14,2770,0
2026-09-12T01:55:00Z,station01,33.58,53.17,1008.89,2797,0
2026-09-12T01:56:00Z,station01,33.36,53.78,1009.03,2813,0
2026-09-12T01:57:00Z,station01,33.57,54.14,1009.14,2771,0
2026-09-12T01:58:00Z,station01,33.89,53.8,1009.1,2832,0
2026-09-12T01:59:00Z,station01,33.21,54.46,1008.99,2815,0
2026-09-12T02:00:00Z,station01,33.55,54.39,1009.12,2818,0
2026-09-12T02:01:00Z,station01,33.17,54.1,1009.19,2752,0
2026-09-12T02:02:00Z,station01,33.52,54.04,1009.08,2820,0
2026-09-12T02:03:00Z,station01,33.36,55.01,1009.13,2808,0
2026-09-12T02:04:00Z,station01,33.47,54.55,1009.08,2844,0
2026-09-12T02:05:00Z,station01,33.6,54.67,1009.02,2811,0
2026-09-12T02:06:00Z,station01,33.7,54.13,1009.09,2821,0
2026-09-12T02:07:00Z,station01,33.53,53.8,1009.01,2778,0
2026-09-12T02:08:00Z,station01,33.89,53.58,1009.14,2768,0
2026-09-12T02:09:00Z,station01,33.52,54.42,1009.13,2838,0
2026-09-12T02:10:00Z,station01,33.55,54.15,1009.18,2849,0
2026-09-12T02:11:00Z,station01,33.33,53.99,1009.14,2807,0
2026-09-12T02:12:00Z,station01,33.12,54.35,1009.27,2822,0
2026-09-12T02:13:00Z,station01,33.83,54.16,1008.91,2751,0
2026-09-12T02:14:00Z,station01,33.59,54.03,1009.19,2797,0
2026-09-12T02:15:00Z,station01,33.44,54.04,1009.1,2818,0
2026-09-12T02:16:00Z,station01,33.39,54.54,1009.06,2755,0
2026-09-12T02:17:00Z,station01,33.36,54.13,1009.2,2790,0
2026-09-12T02:18:00Z,station01,33.75,53.77,1009.18,2814,0
2026-09-12T02:19:00Z,station01,33.38,54.2,1008.93,2810,0
2026-09-12T02:20:00Z,station01,33.23,54.11,1009.16,2754,0
2026-09-12T02:21:00Z,station01,33.7,54.07,1009.1,2800,0
2026-09-12T02:22:00Z,station01,33.85,54.55,1009.11,2815,0
2026-09-12T02:23:00Z,station01,33.74,54.22,1009.12,2829,0
2026-09-12T02:24:00Z,station01,33.1,54.98,1008.94,2779,0
2026-09-12T02:25:00Z,station01,33.4,54.4,1009.08,2760,0
2026-09-12T02:26:00Z,station01,33.3,53.31,1009.21,2835,0
2026-09-12T02:27:00Z,station01,33.62,54.48,1008.84,2806,0
2026-09-12T02:28:00Z,station01,33.45,54.98,1009.06,2839,0
2026-09-12T02:29:00Z,station01,33.3,54.31,1009.17,2819,0
2026-09-12T02:30:00Z,station01,33.37,53.45,1009.18,2832,0
2026-09-12T02:31:00Z,station01,32.98,54.72,1009.38,2828,0
2026-09-12T02:32:00Z,station01,33.49,54.07,1009.12,2838,0
2026-09-12T02:33:00Z,station01,33.59,54.06,1009.15,2807,0
2026-09-12T02:34:00Z,station01,33.41,54.24,1009.26,2769,0
2026-09-12T02:35:00Z,station01,33.57,54.79,1009.21,2792,0
2026-09-12T02:36:00Z,station01,33.59,54.34,1009.32,2796,0
2026-09-12T02:37:00Z,station01,33.64,54.21,1009.24,2841,0
2026-09-12T02:38:00Z,station01,33.52,54.4,1009.16,2812,0
2026-09-12T02:39:00Z,station01,33.53,54.8,1009.22,2798,0
2026-09-12T02:40:00Z,station01,33.14,54.37,1009.21,2765,0
2026-09-12T02:41:00Z,station01,33.61,54.74,1009.07,2769,0
2026-09-12T02:42:00Z,station01,33.67,54.91,1009.19,2828,0
2026-09-12T02:43:00Z,station01,33.45,54.31,1009.3,2784,0
2026-09-12T02:44:00Z,station01,33.26,55.13,1009.14,2779,0
2026-09-12T02:45:00Z,station01,33.27,54.35,1009.09,2804,0
2026-09-12T02:46:00Z,station01,33.36,55.22,1009.3,2763,0
2026-09-12T02:47:00Z,station01,33.4,54.25,1009.08,2820,0
2026-09-12T02:48:00Z,station01,33.68,53.72,1009.21,2800,0
2026-09-12T02:49:00Z,station01,33.6,54.88,1009.11,2802,0
2026-09-12T02:50:00Z,station01,33.35,54.73,1009.22,2836,0
2026-09-12T02:51:00Z,station01,33.3,54.56,1009.04,2765,0
2026-09-12T02:52:00Z,station01,33.26,54.04,1009.34,2780,0
2026-09-12T02:53:00Z,station01,33.21,55.0,1009.16,2843,0
2026-09-12T02:54:00Z,station01,33.33,55.03,1009.12,2757,0
2026-09-12T02:55:00Z,station01,33.42,54.41,1009.23,2799,0
2026-09-12T02:56:00Z,station01,33.36,55.08,1009.16,2801,0
2026-09-12T02:57:00Z,station01,33.11,55.13,1009.19,2784,0
2026-09-12T02:58:00Z,station01,33.06,54.36,1009.04,2808,0
2026-09-12T02:59:00Z,station01,33.31,54.98,1009.2,2780,0
2026-09-12T03:00:00Z,station01,33.26,54.9,1009.02,2770,0
2026-09-12T03:01:00Z,station01,33.17,54.39,1009.25,2756,0
2026-09-12T03:02:00Z,station01,33.38,55.25,1009.36,2774,0
2026-09-12T03:03:00Z,station01,33.43,53.79,1009.14,2835,0
2026-09-12T03:04:00Z,station01,32.96,55.41,1009.34,2796,0
2026-09-12T03:05:00Z,station01,33.45,54.35,1009.25,2760,0
2026-09-12T03:06:00Z,station01,33.33,55.38,1009.23,2784,0
2026-09-12T03:07:00Z,station01,33.37,54.13,1009.09,2796,0
2026-09-12T03:08:00Z,station01,33.29,55.12,1009.14,2830,0
2026-09-12T03:09:00Z,station01,33.25,54.99,1009.36,2816,0
2026-09-12T03:10:00Z,station01,33.26,56.13,1009.31,2764,0
2026-09-12T03:11:00Z,station01,33.1,54.2,1009.34,2811,0
2026-09-12T03:12:00Z,station01,33.17,55.12,1009.13,2758,0
2026-09-12T03:13:00Z,station01,33.25,55.31,1009.16,2847,0
2026-09-12T03:14:00Z,station01,33.16,55.72,1009.1,2849,0
2026-09-12T03:15:00Z,station01,33.27,55.31,1009.12,2817,0
2026-09-12T03:16:00Z,station01,33.25,54.29,1009.17,2769,0
2026-09-12T03:17:00Z,station01,33.35,55.09,1009.15,2826,0
2026-09-12T03:18:00Z,station01,32.96,55.43,1009.0,2774,0
2026-09-12T03:19:00Z,station01,33.35,54.16,1009.06,2830,0
2026-09-12T03:20:00Z,station01,33.36,54.88,1009.24,2751,0
2026-09-12T03:21:00Z,station01,33.2,55.24,1009.15,2763,0
2026-09-12T03:22:00Z,station01,32.73,55.48,1009.36,2843,0
2026-09-12T03:23:00Z,station01,33.52,55.12,1009.26,2810,0
2026-09-12T03:24:00Z,station01,33.08,55.69,1009.24,2801,0
2026-09-12T03:25:00Z,station01,33.28,55.48,1009.1,2756,0
2026-09-12T03:26:00Z,station01,33.07,55.35,1009.28,2790,0
2026-09-12T03:27:00Z,station01,33.51,54.73,1009.06,2831,0
2026-09-12T03:28:00Z,station01,33.4,54.31,1009.03,2781,0
2026-09-12T03:29:00Z,station01,33.23,55.59,1008.95,2815,0
2026-09-12T03:30:00Z,station01,33.22,55.17,1009.09,2829,0
2026-09-12T03:31:00Z,station01,33.08,55.36,1009.05,2808,0
2026-09-12T03:32:00Z,station01,32.89,55.35,1009.14,2815,0
2026-09-12T03:33:00Z,station01,32.84,55.59,1009.2,2837,0
2026-09-12T03:34:00Z,station01,33.14,55.02,1009.09,2769,0
2026-09-12T03:35:00Z,station01,33.0,56.16,1009.18,2780,0
2026-09-12T03:36:00Z,station01,33.23,55.74,1009.25,2765,0
2026-09-12T03:37:00Z,station01,32.88,55.67,1008.93,2771,0
2026-09-12T03:38:00Z,station01,33.1,56.19,1009.03,2751,0
2026-09-12T03:39:00Z,station01,33.47,54.55,1009.21,2830,0
2026-09-12T03:40:00Z,station01,33.08,55.87,1009.15,2838,0
2026-09-12T03:41:00Z,station01,32.93,55.39,1009.17,2841,0
2026-09-12T03:42:00Z,station01,32.93,55.46,1009.24,2800,0
2026-09-12T03:43:00Z,station01,33.12,55.37,1009.26,2822,0
2026-09-12T03:44:00Z,station01,33.0,55.68,1009.05,2818,0
2026-09-12T03:45:00Z,station01,32.97,56.25,1009.1,2779,0
2026-09-12T03:46:00Z,station01,33.13,55.59,1009.1,2822,0
2026-09-12T03:47:00Z,station01,32.99,55.8,1009.24,2840,0
2026-09-12T03:48:00Z,station01,33.03,56.52,1009.17,2785,0
2026-09-12T03:49:00Z,station01,32.96,55.78,1009.12,2793,0
2026-09-12T03:50:00Z,station01,33.01,55.61,1009.11,2782,0
2026-09-12T03:51:00Z,station01,33.13,55.77,1009.12,2841,0
2026-09-12T03:52:00Z,station01,32.8,56.24,1009.22,2846,0
2026-09-12T03:53:00Z,station01,32.99,57.13,1009.1,2800,0
2026-09-12T03:54:00Z,station01,32.76,57.17,1008.91,2768,0
2026-09-12T03:55:00Z,station01,32.43,57.5,1008.96,2776,0
2026-09-12T03:56:00Z,station01,32.96,56.46,1008.94,2778,0
2026-09-12T03:57:00Z,station01,32.92,55.99,1008.95,2780,0
2026-09-12T03:58:00Z,station01,32.47,55.63,1009.13,2825,0
2026-09-12T03:59:00Z,station01,32.62,55.47,1008.99,2782,0
2026-09-12T04:00:00Z,station01,32.91,55.16,1009.18,2799,0
2026-09-12T04:01:00Z,station01,32.97,56.65,1009.04,2788,0
2026-09-12T04:02:00Z,station01,32.87,56.45,1008.96,2788,0
2026-09-12T04:03:00Z,station01,32.86,56.25,1009.06,2795,0
2026-09-12T04:04:00Z,station01,32.67,56.2,1009.03,2782,0
2026-09-12T04:05:00Z,station01,32.57,55.95,1009.04,2818,0
2026-09-12T04:06:00Z,station01,32.84,56.68,1009.12,2805,0
2026-09-12T04:07:00Z,station01,33.14,56.4,1009.14,2759,0
2026-09-12T04:08:00Z,station01,32.81,57.47,1009.02,2839,0
2026-09-12T04:09:00Z,station01,32.75,57.24,1008.87,2792,0
2026-09-12T04:10:00Z,station01,33.06,57.12,1009.0,2784,0
2026-09-12T04:11:00Z,station01,33.01,57.77,1009.18,2832,0
2026-09-12T04:12:00Z,station01,32.99,56.96,1009.16,2799,0
2026-09-12T04:13:00Z,station01,32.69,56.01,1009.13,2761,0
2026-09-12T04:14:00Z,station01,32.98,55.92,1008.92,2788,0
2026-09-12T04:15:00Z,station01,32.5,57.54,1008.84,2827,0
2026-09-12T04:16:00Z,station01,32.82,57.16,1009.07,2793,0
2026-09-12T04:17:00Z,station01,32.78,57.44,1008.77,2802,0
2026-09-12T04:18:00Z,station01,32.42,56.88,1008.93,2823,0
2026-09-12T04:19:00Z,station01,32.84,56.77,1008.86,2845,0
2026-09-12T04:20:00Z,station01,32.77,57.35,1008.7,2847,0
2026-09-12T04:21:00Z,station01,32.63,56.66,1008.97,2772,0
2026-09-12T04:22:00Z,station01,32.64,56.92,1008.73,2775,0
2026-09-12T04:23:00Z,station01,32.94,56.28,1008.99,2765,0
2026-09-12T04:24:00Z,station01,32.58,57.61,1008.87,2803,0
2026-09-12T04:25:00Z,station01,32.59,57.4,1008.72,2804,0
2026-09-12T04:26:00Z,station01,32.82,57.51,1009.02,2837,0
2026-09-12T04:27:00Z,station01,32.7,57.69,1008.84,2837,0
2026-09-12T04:28:00Z,station01,32.42,59.06,1008.78,2786,0
2026-09-12T04:29:00Z,station01,32.74,57.81,1008.9,2788,0
2026-09-12T04:30:00Z,station01,32.45,56.56,1008.84,2775,0
2026-09-12T04:31:00Z,station01,32.75,57.4,1008.89,2789,0
2026-09-12T04:32:00Z,station01,32.2,57.77,1008.87,2762,0
2026-09-12T04:33:00Z,station01,32.43,57.53,1008.9,2790,0
2026-09-12T04:34:00Z,station01,32.22,58.09,1008.78,2772,0
2026-09-12T04:35:00Z,station01,32.59,58.45,1008.67,2827,0
2026-09-12T04:36:00Z,station01,32.62,57.54,1008.79,2807,0
2026-09-12T04:37:00Z,station01,32.15,57.31,1008.81,2840,0
2026-09-12T04:38:00Z,station01,32.62,58.3,1008.76,2762,0
2026-09-12T04:39:00Z,station01,32.31,58.46,1008.6,2793,0
2026-09-12T04:40:00Z,station01,32.76,58.5,1008.79,2794,0
2026-09-12T04:41:00Z,station01,32.71,57.96,1008.69,2770,0
2026-09-12T04:42:00Z,station01,32.43,57.41,1008.74,2809,0
2026-09-12T04:43:00Z,station01,32.7,58.54,1008.66,2768,0
